reading	word	pos	japanese_form
かるろたみっくす	Carlotamix	noun	カルロタミックス
かるろびばり	Karlovy Vary	noun	カルロビバリ
かるろびゔぁり	Karlovy Vary	noun	カルロビヴァリ
かるろゔぃばり	Karlovy Vary	noun	カルロヴィバリ
かるろゔぃゔぁり	Karlovy Vary	noun	カルロヴィヴァリ
かるゔぃーん	Calveen	noun	カルヴィーン
かるーかんくいーん	Kalookan Queen	noun	カルーカンクイーン
かれいじゃすきゃっと	Courageous Cat	noun	カレイジャスキャット
かれどにあろーど	Caledonia Road	noun	カレドニアロード
かれぶずぽっせ	Caleb's Posse	noun	カレブズポッセ
かれりあん	Karelian	noun	カレリアン
かれんしーすわっぷ	Currency Swap	noun	カレンシースワップ
かろ	Caro	noun	カロ
かんとりーすたー	Country Star	noun	カントリースター
かんとりーはうす	Country House	noun	カントリーハウス
かんどぅらり	Candelari	noun	カンドゥラリ
かんぱねっれ	Campanelle	noun	カンパネッレ
かんぱのろじすと	Campanologist	noun	カンパノロジスト
かんびーな	Cambina	noun	カンビーナ
かんぴおねっさ	Campionessa	noun	カンピオネッサ
かゔぁりえり	Cavalieri	noun	カヴァリエリ
かゔぁーとらぶ	Covert Love	noun	カヴァートラブ
かゔぁーとらゔ	Covert Love	noun	カヴァートラヴ
かーいんぐらいじんぐ	Ka Ying Rising	noun	カーイングライジング
かーいんらいじんぐ	Ka Ying Rising	noun	カーインライジング
かーくりーず	Kirklees	noun	カークリーズ
かーそりーぐらんす	Cursory Glance	noun	カーソリーグランス
かーそんしてぃ	Carson City	noun	カーソンシティ
かーそんずらん	Carson's Run	noun	カーソンズラン
かーそんほろう	Carson Hollow	noun	カーソンホロウ
かーでむ	Khaadem	noun	カーデム
かーどまにあ	Cardmania	noun	カードマニア
かーねぎー	Carnegie	noun	カーネギー
かーねぎーえくすぷれす	Carnegie Express	noun	カーネギーエクスプレス
かーねるじょん	Colonel John	noun	カーネルジョン
かーねるりあむ	Colonel Liam	noun	カーネルリアム
かーびー	Curvy	noun	カービー
かーぷたん	Kaaptan	noun	カープタン
かーぺでぃえむ	Carpe Diem	noun	カーペディエム
かーまいんれいく	Carmine Lake	noun	カーマインレイク
かーまでっく	Kermadec	noun	カーマデック
かーまらす	Kahma Lass	noun	カーマラス
かーららふぁえら	Cara Rafaela	noun	カーララファエラ
かーりあん	Caerleon	noun	カーリアン
かーりん	Curlin	noun	カーリン
かーるすぱくらー	Carl Spackler	noun	カールスパクラー
かーるすぱっくらー	Carl Spackler	noun	カールスパックラー
かーん	Khan	noun	カーン
かーゔぃー	Curvy	noun	カーヴィー
がいあーす	Ghaiyyath	noun	ガイアース
がいえご	Gayego	noun	ガイエゴ
がいとらっしゅ	Gytrash	noun	ガイトラッシュ
がいの	Guyno	noun	ガイノ
がいやーす	Ghaiyyath	noun	ガイヤース
がいろちょっぷ	Gailo Chop	noun	ガイロチョップ
がじ	Ghazi	noun	ガジ
がすとおぶうぃんど	Gust Of Wind	noun	ガストオブウィンド
がってぃんぐ	Gatting	noun	ガッティング
がっとここ	Got Koko	noun	ガットココ
がっとすとーみー	Got Stormy	noun	ガットストーミー
がっとらっきー	Got Lucky	noun	ガットラッキー
がでぃあー	Ghadeer	noun	ガディアー
がないと	Gunite	noun	ガナイト
がなーてぃ	Ghanaati	noun	ガナーティ
がびおら	Gaviola	noun	ガビオラ
がぶりえるちゃーるず	Gabriel Charles	noun	ガブリエルチャールズ
がまっと	Gamut	noun	ガマット
がみーん	Gamine	noun	ガミーン
がりおんずりーち	Gallions Reach	noun	ガリオンズリーチ
がりか	Gallica	noun	ガリカ
がりこば	Galikova	noun	ガリコバ
がりこゔぁ	Galikova	noun	ガリコヴァ
がりっく	Gallic	noun	ガリック
がりれお	Galileo	noun	ガリレオ
がりれおくろーむ	Galileo Chrome	noun	ガリレオクローム
がりれおごーるど	Galileo Gold	noun	ガリレオゴールド
がるふ	Guelph	noun	ガルフ
がろぱんでしゃん	Galopin Des Champs	noun	ガロパンデシャン
がんさるーと	Gun Salute	noun	ガンサルート
がんぱいろっと	Gun Pilot	noun	ガンパイロット
がんらんなー	Gun Runner	noun	ガンランナー
がゔぃおら	Gaviola	noun	ガヴィオラ
がーずうっど	Garswood	noun	ガーズウッド
がーびん	Girvin	noun	ガービン
がーゔぃん	Girvin	noun	ガーヴィン
きあみち	Kiamichi	noun	キアミチ
きくらです	Cyclades	noun	キクラデス
きけろずぎふと	Cicero's Gift	noun	キケロズギフト
きさきさきさ	Quiza Quiza Quiza	noun	キサキサキサ
きじさな	Quisisana	noun	キジサナ
きじゃーの	Quijano	noun	キジャーノ
きすてな	Kistena	noun	キステナ
きたるふぁ	Kitalpha	noun	キタルファ
きっけんくりす	Kicken Kris	noun	キッケンクリス
きっしんぐかずん	Kissing Cousin	noun	キッシングカズン
きっぷでびる	Kip Deville	noun	キップデビル
きっぷでゔぃる	Kip Deville	noun	キップデヴィル
きとぅんずじょい	Kitten's Joy	noun	キトゥンズジョイ
きとぅんずだんぷりんぐす	Kitten's Dumplings	noun	キトゥンズダンプリングス
きどなっぷど	Kidnapped	noun	キドナップド
きなーど	Kinnaird	noun	キナード
きはーの	Quijano	noun	キハーノ
きぷりおす	Kyprios	noun	キプリオス
きまり	Kimari	noun	キマリ
きもち	Kimochi	noun	キモチ
きゃしーんまりっさ	Kathynmarissa	noun	キャシーンマリッサ
きゃすてるべきお	Castelvecchio	noun	キャステルベキオ
きゃすてるゔぇきお	Castelvecchio	noun	キャステルヴェキオ
きゃすりんそふぃあ	Cathryn Sophia	noun	キャスリンソフィア
きゃっしゃーずどりーむ	Cashier's Dream	noun	キャッシャーズドリーム
きゃっしゅいんくるーでっど	Cash Included	noun	キャッシュインクルーデッド
きゃっしゅらん	Cash Run	noun	キャッシュラン
きゃっするでーる	Castledale	noun	キャッスルデール
きゃっするれでぃ	Castle Lady	noun	キャッスルレディ
きゃっちあぐりむす	Catch a Glimpse	noun	キャッチアグリムス
きゃっちあぐりんぷす	Catch a Glimpse	noun	キャッチアグリンプス
きゃっちあずきゃっちきゃん	Catchascatchcan	noun	キャッチアズキャッチキャン
きゃっちー	Catchy	noun	キャッチー
きゃっつくれいどる	Cat's Cradle	noun	キャッツクレイドル
きゃっとしーふ	Cat Thief	noun	キャットシーフ
きゃっとむーぶす	Cat Moves	noun	キャットムーブス
きゃっとむーゔす	Cat Moves	noun	キャットムーヴス
きゃにーらす	Canny Lass	noun	キャニーラス
きゃにーらっど	Canny Lad	noun	キャニーラッド
きゃのっくちぇいす	Cannock Chase	noun	キャノックチェイス
きゃばるりーまん	Cavalryman	noun	キャバルリーマン
きゃぴたりすと	Capitalist	noun	キャピタリスト
きゃぴたるげいん	Capital Gain	noun	キャピタルゲイン
きゃぷちゃーどばいらぶ	Captured by Love	noun	キャプチャードバイラブ
きゃぷちゃーどばいらゔ	Captured by Love	noun	キャプチャードバイラヴ
きゃぷてぃぼん	Captivant	noun	キャプティボン
きゃぷてぃゔぉん	Captivant	noun	キャプティヴォン
きゃぷてんある	Captain Al	noun	キャプテンアル
きゃぷてんきゃんでぃまんきゃん	Capt. Candyman Can	noun	キャプテンキャンディマンキャン
きゃぷてんすくわいあ	Captain Squire	noun	キャプテンスクワイア
きゃぷてんすてぃーぶ	Captain Steve	noun	キャプテンスティーブ
きゃぷてんすてぃーゔ	Captain Steve	noun	キャプテンスティーヴ
きゃぷてんそなどーる	Captain Sonador	noun	キャプテンソナドール
きゃぷてんぼじっと	Captain Bodgit	noun	キャプテンボジット
きゃぼにあ	Cavonnier	noun	キャボニア
きゃぼーてぃんぐ	Cavorting	noun	キャボーティング
きゃめろっと	Camelot	noun	キャメロット
きゃらうぇいぎゃる	Calaway Gal	noun	キャラウェイギャル
きゃらだく	Caradak	noun	キャラダク
きゃりえっじとれいる	Carriage Trail	noun	キャリエッジトレイル
きゃりーおんきゅーてぃー	Carry On Cutie	noun	キャリーオンキューティー
きゃりーおんけいてぃ	Carry On Katie	noun	キャリーオンケイティ
きゃんでぃすとらいぷす	Candy Stripes	noun	キャンディストライプス
きゃんでぃらいど	Candy Ride	noun	キャンディライド
きゃんでぃーど	Candied	noun	キャンディード
きゃんびあぱーく	Cambier Parc	noun	キャンビアパーク
きゃんふぉーどくりふす	Canford Cliffs	noun	キャンフォードクリフス
きゃんぷびくとりー	Camp Victory	noun	キャンプビクトリー
きゃんぷゔぃくとりー	Camp Victory	noun	キャンプヴィクトリー
きゃゔぁるりーまん	Cavalryman	noun	キャヴァルリーマン
きゃゔぉにあ	Cavonnier	noun	キャヴォニア
きゃゔぉーてぃんぐ	Cavorting	noun	キャヴォーティング
きゅべ	Cuvee	noun	キュベ
きゅらーたすとーむ	Curata Storm	noun	キュラータストーム
きゅゔぇ	Cuvee	noun	キュヴェ
きゅーかーど	Cue Card	noun	キューカード
きゅーがーでんず	Kew Gardens	noun	キューガーデンズ
きゅーぴっど	Cupid	noun	キューピッド
きらきー	Kyllachy	noun	キラキー
きらっと	Qirat	noun	キラット
きらもさ	Kirramosa	noun	キラモサ
きらーぐれいしす	Killer Graces	noun	キラーグレイシス
きらーと	Qirat	noun	キラート
きりずくらうん	Kiri's Clown	noun	キリズクラウン
きるうぃん	Kilwin	noun	キルウィン
きんぐおぶきんぐす	King of Kings	noun	キングオブキングス
きんぐおぶごーるど	King Of Gosford	noun	キングオブゴールド
きんぐおぶざひーぷ	King of the Heap	noun	キングオブザヒープ
きんぐおぶすてぃーる	King Of Steel	noun	キングオブスティール
きんぐおぶちぇんじ	King of Change	noun	キングオブチェンジ
きんぐころらど	King Colorado	noun	キングコロラド
きんぐごーるど	King Gold	noun	キングゴールド
きんぐすうぃるどりーむ	Kings Will Dream	noun	キングスウィルドリーム
きんぐすうっど	Kingswood	noun	キングスウッド
きんぐすげーとねいてぃぶ	Kingsgate Native	noun	キングスゲートネイティブ
きんぐすげーとねいてぃゔ	Kingsgate Native	noun	キングスゲートネイティヴ
きんぐすしあたー	King's Theatre	noun	キングスシアター
きんぐすとんひる	Kingston Hill	noun	キングストンヒル
きんぐすとんるーる	Kingston Rule	noun	キングストンルール
きんぐすどらま	King's Drama	noun	キングスドラマ
きんぐすばーんず	Kingsbarns	noun	キングスバーンズ
きんぐすふぉーと	Kingsfort	noun	キングスフォート
きんぐすれがしー	King's Legacy	noun	キングスレガシー
きんぐすろーず	King's Rose	noun	キングスローズ
きんぐずあぽすとる	King's Apostle	noun	キングズアポストル
きんぐずちゃぺる	King's Chapel	noun	キングズチャペル
きんぐずばーんず	Kingsbarns	noun	キングズバーンズ
きんぐずべすと	King's Best	noun	キングズベスト
きんぐずれがしー	King's Legacy	noun	キングズレガシー
きんぐでいびっど	King David	noun	キングデイビッド
きんぐでいゔぃっど	King David	noun	キングデイヴィッド
きんぐまん	Kingman	noun	キングマン
きんぐまんぼ	Kingmambo	noun	キングマンボ
きんせーるきんぐ	Kinsale King	noun	キンセールキング
きんだくろす	Kindacross	noun	キンダクロス
きんろす	Kinross	noun	キンロス
きーこんてんだー	Key Contender	noun	キーコンテンダー
きーちぇんじ	Key Change	noun	キーチェンジ
きーにんすきー	Keeninsky	noun	キーニンスキー
きーぱー	Keeper	noun	キーパー
きーぱーおぶざすたーず	Keeper Ofthe Stars	noun	キーパーオブザスターズ
きーぱーひる	Keeper Hill	noun	キーパーヒル
きーふれーず	Key Phrase	noun	キーフレーズ
きーぷざぴーす	Keep The Peace	noun	キープザピース
きーんあいす	Keen Ice	noun	キーンアイス
ぎああっぷ	Gear Up	noun	ギアアップ
ぎがきっく	Giga Kick	noun	ギガキック
ぎにょーる	Guignol	noun	ギニョール
ぎふとぼっくす	Gift Box	noun	ギフトボックス
ぎべりんず	Ghibellines	noun	ギベリンズ
ぎゃざりんぐ	Gathering	noun	ギャザリング
ぎゃびーずごーるでんぎゃる	Gabby's Golden Gal	noun	ギャビーズゴールデンギャル
ぎゃみん	Gamine	noun	ギャミン
ぎゃらくしーすたー	Galaxy Star	noun	ギャラクシースター
ぎゃらんとぅ	Gallante	noun	ギャラントゥ
ぎゃるいんあらっかす	Gal in a Ruckus	noun	ギャルインアラッカス
ぎゃろぱんでしゃん	Galopin Des Champs	noun	ギャロパンデシャン
ぎるでぃどたいむ	Gilded Time	noun	ギルディドタイム
ぎるでっどたいむ	Gilded Time	noun	ギルデッドタイム
ぎるとえっじがーる	Gilt Edge Girl	noun	ギルトエッジガール
くあどらてらる	Quadrilateral	noun	クアドラテラル
くいっくそーん	Quickthorn	noun	クイックソーン
くいっくみすちーふ	Quick Mischief	noun	クイックミスチーフ
くいふ	Quiff	noun	クイフ
くいんてっせんしゃる	Quintessential	noun	クインテッセンシャル
くいんとぅさ	Quintessa	noun	クイントゥサ
くいーな	Queena	noun	クイーナ
くいーんごっです	Queen Goddess	noun	クイーンゴッデス
くいーんずこーとくいーん	Queens Court Queen	noun	クイーンズコートクイーン
くいーんずじゅえる	Queen's Jewel	noun	クイーンズジュエル
くいーんずとらすと	Queen's Trust	noun	クイーンズトラスト
くいーんずふざー	Queen's Hussar	noun	クイーンズフザー
くいーんずろじっく	Queen's Logic	noun	クイーンズロジック
くいーんもーど	Queen Maud	noun	クイーンモード
くえすてぃんぐ	Questing	noun	クエスティング
くえすとふぉーふぇいむ	Quest for Fame	noun	クエストフォーフェイム
くえすとふぉーもあ	Quest For More	noun	クエストフォーモア
くえまん	Queman	noun	クエマン
くえらり	Querari	noun	クエラリ
くおりてぃろーど	Quality Road	noun	クオリティロード
くおりふぁい	Qualify	noun	クオリファイ
くおると	Quorto	noun	クオルト
くし	Kusi	noun	クシ
くしゃだし	Kushadasi	noun	クシャダシ
くつぶ	Kutub	noun	クツブ
くどふぉりー	Coup de Folie	noun	クドフォリー
くらいあんどきゃっちみー	Cry And Catch Me	noun	クライアンドキャッチミー
くらいてりおん	Criterion	noun	クライテリオン
くらいみんぐすたー	Climbing Star	noun	クライミングスター
くらうでぃずないと	Cloudy's Knight	noun	クラウディズナイト
くらうでぃどはうす	Crowded House	noun	クラウディドハウス
くらうでぃんぐす	Cloudings	noun	クラウディングス
くらうどこんぴゅーてぃんぐ	Cloud Computing	noun	クラウドコンピューティング
くらうんくいーん	Crown Queen	noun	クラウンクイーン
くらうんぷろせきゅーたー	Crown Prosecutor	noun	クラウンプロセキューター
くらかどーる	Creachadoir	noun	クラカドール
くらしっくえんぱいあ	Classic Empire	noun	クラシックエンパイア
くらしっくきゅー	Classic Q	noun	クラシックキュー
くらしっくくりしぇ	Classic Cliche	noun	クラシッククリシェ
くらしっくこーずうぇい	Classic Causeway	noun	クラシックコーズウェイ
くらしっくぱーく	Classic Park	noun	クラシックパーク
くらっかーじゃっくきんぐ	Crackerjack King	noun	クラッカージャックキング
くらっくすまん	Cracksman	noun	クラックスマン
くらっしーすまーと	Classy 'n Smart	noun	クラッシースマート
くらっしーみらーじゅ	Classy Mirage	noun	クラッシーミラージュ
くらっしーんすまーと	Classy 'n Smart	noun	クラッシーンスマート
くらりな	Curalina	noun	クラリナ
くられっとべれっと	Claret Beret	noun	クラレットベレット
くらんがらんぐ	Clangalang	noun	クランガラング
くらーじゅもなみ	Courage Mon Ami	noun	クラージュモナミ
くりあまんでーと	Clear Mandate	noun	クリアマンデート
くりありーいのせんと	Clearly Innocent	noun	クリアリーイノセント
くりあろーず	Clear Rose	noun	クリアローズ
くりえいたー	Creator	noun	クリエイター
くりえいてぃぶこーず	Creative Cause	noun	クリエイティブコーズ
くりえいてぃぶふぉーす	Creative Force	noun	クリエイティブフォース
くりえいてぃゔこーず	Creative Cause	noun	クリエイティヴコーズ
くりえいてぃゔふぉーす	Creative Force	noun	クリエイティヴフォース
くりこ	Clicquot	noun	クリコ
くりす	Kris	noun	クリス
くりすえす	Kris S.	noun	クリスエス
くりすきん	Kris Kin	noun	クリスキン
くりすたるおーしゃん	Crystal Ocean	noun	クリスタルオーシャン
くりすたるみゅーじっく	Crystal Music	noun	クリスタルミュージック
くりすたるりりー	Crystal Lily	noun	クリスタルリリー
くりすとふ	Kristov	noun	クリストフ
くりすとゔ	Kristov	noun	クリストヴ
くりすぷ	Crisp	noun	クリスプ
くりすますでー	Christmas Day	noun	クリスマスデー
くりせりあむ	Chriselliam	noun	クリセリアム
くりてぃかるあい	Critical Eye	noun	クリティカルアイ
くりぷとんふぁくたー	Krypton Factor	noun	クリプトンファクター
くりみなるたいぷ	Criminal Type	noun	クリミナルタイプ
くりむぞんぱれす	Crimson Palace	noun	クリムゾンパレス
くりむと	Klimt	noun	クリムト
くりんぷりん	Crimplene	noun	クリンプリン
くりーんすいーぷ	Clean Sweep	noun	クリーンスイープ
くるせいど	Crusade	noun	クルセイド
くるーでんくりーく	Cluden Creek	noun	クルーデンクリーク
くれいゆ	Creil	noun	クレイユ
くれすてぃどうぇいぶ	Crested Wave	noun	クレスティドウェイブ
くれすてぃどうぇいゔ	Crested Wave	noun	クレスティドウェイヴ
くれぺろ	Crepello	noun	クレペロ
くれみー	Clemmie	noun	クレミー
くれりえーる	Clairiere	noun	クレリエール
くろこるーじゅ	Croco Rouge	noun	クロコルージュ
くろしお	Kuroshio	noun	クロシオ
くろすおぶすたーず	Cloth Of Stars	noun	クロスオブスターズ
くろすかうんたー	Cross Counter	noun	クロスカウンター
くろすとらふぃっく	Cross Traffic	noun	クロストラフィック
くろちぇってぃ	Crocetti	noun	クロチェッティ
くろどびる	Clodovil	noun	クロドビル
くろどら	Clodora	noun	クロドラ
くろどゔぃる	Clodovil	noun	クロドヴィル
くろーずあっぷ	Close Up	noun	クローズアップ
くろーずはっちず	Close Hatches	noun	クローズハッチズ
くろーる	Crawl	noun	クロール
くわいえっとあめりかん	Quiet American	noun	クワイエットアメリカン
くわいえっとりふれくしょん	Quiet Reflection	noun	クワイエットリフレクション
くーじーうぉーく	Coogee Walk	noun	クージーウォーク
くーどぅふぉりー	Coup de Folie	noun	クードゥフォリー
くーどす	Kudos	noun	クードス
くーどふぉりー	Coup de Folie	noun	クードフォリー
くーぷどふぉりー	Coup de Folie	noun	クープドフォリー
くーよんが	Kooyonga	noun	クーヨンガ
くーらんがった	Coolangatta	noun	クーランガッタ
くーるあざびーる	Cool Aza Beel	noun	クールアザビール
くーるあーちー	Cool Archie	noun	クールアーチー
くーるさんば	Coeursamba	noun	クールサンバ
ぐあらな	Guarana	noun	グアラナ
ぐしゅたーど	Gstaad	noun	グシュタード
ぐすたーど	Gstaad	noun	グスタード
ぐっどげす	Good Guess	noun	グッドゲス
ぐっどじゃーにー	Good Journey	noun	グッドジャーニー
ぐっどちあ	Good Cheer	noun	グッドチア
ぐっどないとおりーぶ	Goodnight Olive	noun	グッドナイトオリーブ
ぐっどないとおりーゔ	Goodnight Olive	noun	グッドナイトオリーヴ
ぐっどばば	Good Ba Ba	noun	グッドババ
ぐっどぷろじぇくと	Good Project	noun	グッドプロジェクト
ぐっどまじっく	Good Magic	noun	グッドマジック
ぐっどりっく	Goodricke	noun	グッドリック
ぐっどりわーど	Good Reward	noun	グッドリワード
ぐらいんどすとーん	Grindstone	noun	グラインドストーン
ぐらうと	Grout	noun	グラウト
ぐらすすりっぱーず	Glass Slippers	noun	グラススリッパーズ
ぐらすはーもにうむ	Glass Harmonium	noun	グラスハーモニウム
ぐらまーぷす	Glamour Puss	noun	グラマープス
ぐらんあーみー	Grand Armee	noun	グランアーミー
ぐらんでら	Grandera	noun	グランデラ
ぐらんと	Grunt	noun	グラント
ぐらんどあーち	Grand Arch	noun	グランドアーチ
ぐらんどあーちうぇい	Grand Archway	noun	グランドアーチウェイ
ぐらんどくちゅりえ	Grand Couturier	noun	グランドクチュリエ
ぐらんどぐろーりー	Grand Glory	noun	グランドグローリー
ぐらんどじゃーにー	Grand Journey	noun	グランドジャーニー
ぐらんどすらむ	Grand Slam	noun	グランドスラム
ぐらんどずーる	Grand Zulu	noun	グランドズール
ぐらんどだでぃ	Grand Daddy	noun	グランドダディ
ぐらんどふろてぃら	Grand Flotilla	noun	グランドフロティラ
ぐらんどまーしゃる	Grand Marshal	noun	グランドマーシャル
ぐらんどろっじ	Grand Lodge	noun	グランドロッジ
ぐりあんて	Griante	noun	グリアンテ
ぐりったーうーまん	Glitter Woman	noun	グリッターウーマン
ぐりふ	Griff	noun	グリフ
ぐりんごっつ	Gringotts	noun	グリンゴッツ
ぐりんとおぶほーぷ	Glint Of Hope	noun	グリントオブホープ
ぐりーくだんす	Greek Dance	noun	グリークダンス
ぐりーんうっどれいく	Greenwood Lake	noun	グリーンウッドレイク
ぐりーんぐらっと	Green Gratto	noun	グリーングラット
ぐりーんすとりーと	Greene Street	noun	グリーンストリート
ぐりーんだんさー	Green Dancer	noun	グリーンダンサー
ぐりーんちゅーん	Green Tune	noun	グリーンチューン
ぐりーんでざーと	Green Desert	noun	グリーンデザート
ぐりーんばーでぃー	Green Birdie	noun	グリーンバーディー
ぐりーんぽいんとくるせいだー	Greenpointcrusader	noun	グリーンポイントクルセイダー
ぐりーんむーん	Green Moon	noun	グリーンムーン
ぐるめがーる	Gourmet Girl	noun	グルメガール
ぐるーぴーどーる	Groupie Doll	noun	グルーピードール
ぐるーむてっせ	Groom Tesse	noun	グルームテッセ
ぐれいしあす	Glacius	noun	グレイシアス
ぐれいすわろー	Grey Swallow	noun	グレイスワロー
ぐれいそぶりん	Grey Sovereign	noun	グレイソブリン
ぐれいそゔりん	Grey Sovereign	noun	グレイソヴリン
ぐれいだー	Graydar	noun	グレイダー
ぐれいとねふゅー	Great Nephew	noun	グレイトネフュー
ぐれいとふる	Grateful	noun	グレイトフル
ぐれいりらす	Grey Lilas	noun	グレイリラス
ぐれいるしーかー	Grail Seeker	noun	グレイルシーカー
ぐれっぐずごーるど	Greg's Gold	noun	グレッグズゴールド
ぐれつきーざぐれーと	Gretzky the Great	noun	グレツキーザグレート
ぐれんいーぐるす	Gleneagles	noun	グレンイーグルス
ぐれんかだむごーるど	Glencadam Gold	noun	グレンカダムゴールド
ぐれんしーる	Glen Shiel	noun	グレンシール
ぐれーすあどらー	Grace Adler	noun	グレースアドラー
ぐれーすふるがーる	Graceful Girl	noun	グレースフルガール
ぐれーすほーる	Grace Hall	noun	グレースホール
ぐれーとしょっと	Great Shot	noun	グレートショット
ぐれーとなびげーたー	Great Navigator	noun	グレートナビゲーター
ぐれーとなゔぃげーたー	Great Navigator	noun	グレートナヴィゲーター
ぐれーとねふゅー	Great Nephew	noun	グレートネフュー
ぐれーとのるまんど	Great Normand	noun	グレートノルマンド
ぐれーとはんたー	Great Hunter	noun	グレートハンター
ぐれーとへぶんず	Great Heavens	noun	グレートヘブンズ
ぐれーとへゔんず	Great Heavens	noun	グレートヘヴンズ
ぐれーぷつりーろーど	Grape Tree Road	noun	グレープツリーロード
ぐろりあすえんぱいあ	Glorious Empire	noun	グロリアスエンパイア
ぐろりあすそんぐ	Glorious Song	noun	グロリアスソング
ぐろりあすでいず	Glorious Days	noun	グロリアスデイズ
ぐろりあすふぉーえばー	Glorious Forever	noun	グロリアスフォーエバー
ぐろりあすふぉーえゔぁー	Glorious Forever	noun	グロリアスフォーエヴァー
ぐろりあでかんぺあお	Gloria de Campeao	noun	グロリアデカンペアオ
ぐろろしあ	Glorosia	noun	グロロシア
ぐろーばるきゃんぺーん	Global Campaign	noun	グローバルキャンペーン
ぐろーばるぐらまー	Global Glamour	noun	グローバルグラマー
ぐろーばるはんたー	Global Hunter	noun	グローバルハンター
ぐろーぶ	Globe	noun	グローブ
ぐろーりあすそんぐ	Glorious Song	noun	グローリアスソング
ぐろーりーでいず	Glory Days	noun	グローリーデイズ
ぐーふぉ	Gufo	noun	グーフォ
けあれすじゅえる	Careless Jewel	noun	ケアレスジュエル
けあれっしんぐ	Caressing	noun	ケアレッシング
けいしー	Kay Cee	noun	ケイシー
けいじゃんびーと	Cajun Beat	noun	ケイジャンビート
けいてぃーず	Katies	noun	ケイティーズ
けいてぃーりー	Katie Lee	noun	ケイティーリー
けいとりんはーぐるとねす	Caitlinhergrtness	noun	ケイトリンハーグルトネス
けいひるろーど	Cahill Road	noun	ケイヒルロード
けいふたら	Kayf Tara	noun	ケイフタラ
けいむほーむ	Came Home	noun	ケイムホーム
けにーずべすとぱる	Kenny's Best Pal	noun	ケニーズベストパル
けねどな	Kenedna	noun	ケネドナ
けまー	Qemah	noun	ケマー
けめんたり	Kementari	noun	ケメンタリ
けら	Kela	noun	ケラ
けりな	Kelina	noun	ケリナ
けるてぃっくすうぃんぐ	Celtic Swing	noun	ケルティックスウィング
けるてぃっくめろでぃ	Celtic Melody	noun	ケルティックメロディ
けるとす	Keltos	noun	ケルトス
けるとらいす	Keltrice	noun	ケルトライス
けれいふ	Kheleyf	noun	ケレイフ
けんうっどめろでぃー	Kenwood Melody	noun	ケンウッドメロディー
けんじんとんぱれす	Kensington Palace	noun	ケンジントンパレス
けんじんとんれーん	Kensington Lane	noun	ケンジントンレーン
けんだるじゃん	Kendargent	noun	ケンダルジャン
けんどーる	Kendor	noun	ケンドール
けんべいん	Kenvain	noun	ケンベイン
けんめあ	Kenmare	noun	ケンメア
けんゔぇいん	Kenvain	noun	ケンヴェイン
けーじぇーずあぴーる	K.J.'s Appeal	noun	ケージェーズアピール
けーにひしゅとぅーる	Konigsstuhl	noun	ケーニヒシュトゥール
けーぶるべい	Cable Bay	noun	ケーブルベイ
けーぶろっく	Cave Rock	noun	ケーブロック
けーぷおぶぐっどほーぷ	Cape Of Good Hope	noun	ケープオブグッドホープ
けーぷくろす	Cape Cross	noun	ケープクロス
けーぷたうん	Cape Town	noun	ケープタウン
けーぷぶらんこ	Cape Blanco	noun	ケープブランコ
けーぷべるでぃ	Cape Verdi	noun	ケープベルディ
けーぷゔぇるでぃ	Cape Verdi	noun	ケープヴェルディ
けーわんきんぐ	K One King	noun	ケーワンキング
けーゔろっく	Cave Rock	noun	ケーヴロック
げいぎゃらんた	Gay Gallanta	noun	ゲイギャランタ
げいず	Gaze	noun	ゲイズ
げいろーちょっぷ	Gailo Chop	noun	ゲイローチョップ
げすとはうす	Guest House	noun	ゲストハウス
げぞら	Gezora	noun	ゲゾラ
げったうぇい	Getaway	noun	ゲッタウェイ
げっとすとーみー	Get Stormy	noun	ゲットストーミー
げっとはーなんばー	Get Her Number	noun	ゲットハーナンバー
げわん	Gewan	noun	ゲワン
げーみんぐ	Gaming	noun	ゲーミング
げーむうぃなー	Game Winner	noun	ゲームウィナー
げーむおんでゅーど	Game On Dude	noun	ゲームオンデュード
げーむふぇーす	Game Face	noun	ゲームフェース
げーりっくうぉりあー	Gaelic Warrior	noun	ゲーリックウォリアー
こいる	Coil	noun	コイル
こぐばーん	Cogburn	noun	コグバーン
こけれーる	Coquerelle	noun	コケレール
ここあびーち	Cocoa Beach	noun	ココアビーチ
こここばんな	Coco Cobanna	noun	コココバンナ
ここさん	Coco Sun	noun	ココサン
こじーん	Cozzene	noun	コジーン
こすたびば	Costa Viva	noun	コスタビバ
こすたびゔぁ	Costa Viva	noun	コスタビヴァ
こすたゔぃば	Costa Viva	noun	コスタヴィバ
こすたゔぃゔぁ	Costa Viva	noun	コスタヴィヴァ
こすちゅーむ	Costume	noun	コスチューム
こすとおぶふりーだむ	Cost of Freedom	noun	コストオブフリーダム
こすとろーま	Kostroma	noun	コストローマ
こすまー	Cosmah	noun	コスマー
こずみっくえんでばー	Cosmic Endeavour	noun	コズミックエンデバー
こずみっくえんでゔぁー	Cosmic Endeavour	noun	コズミックエンデヴァー
こずみっくくるせいだー	Cosmic Crusader	noun	コズミッククルセイダー
こたしゃーん	Kotashaan	noun	コタシャーン
こっくにーれべる	Cockney Rebel	noun	コックニーレベル
こっとんぶろっさむ	Cotton Blossom	noun	コットンブロッサム
こでぃあっく	Kodiac	noun	コディアック
